ques,label
真 张 医生 借给 台湾 分诊 轻症 患者 论文 模型 低 风险 方舱 高风险 住院 数据 选取 大部分 低 风险 人群 比例 正常 论文 参考 意义 躺 平时 无症状 不许 医院 放弃 就行了 道理,-1
期盼 春暖花开 摘下 口罩 尽情 闻 花香,1
致敬 危险 前线 白衣战士,1
投诉,-1
李现 人美 心善 谢谢你们,1
大肆宣传 引以为傲 方舱医院 地摊 抗疫 三年 样子 求求 做,-1
台湾 没有 方舱 苏真娼,-1
真的 特别感谢 真的 特别 加油 熬过来 谢谢 千里 奔波 卡车司机 李 保民 谢谢 雷 神山 工人 明红胜 谢谢 空空荡荡 北京城 里 穿梭 外卖 员 高治晓 谢谢 一位 默默 奉献 中国 时代 不是 两个 力挽狂澜 时代 千千万万 普通人 担起 脊梁,1
我爱你 说 的真,1
冷 天 盖方仓 医院,-1
加油,1
专家 拉 方舱 隔离,-1
消毒,-1
离谱,-1
一如既往 关注 好友 动态,1
历史 见证 纪念 意义 记住 几个 疫情 做出 贡献 所有人,1
不错,1
石河子 前两天 有人 瞒报 行程 石河子 检查站 抓 猜 是因为 博州 三个 无症状 阳性 估计 朋友 动,-1
唤醒 死去 记忆 方舱医院 真 神奇 网上 反响 极为 强烈 方舱医院 首推 谢谢 谢谢 世界 美丽,1
握手 握手,1
关闭 牛 心,0
南航 墨尔本 广州 航班 没有 旅客 回 中国 飞机 全是 澳洲 华人 购票 无偿 捐助 救援 物资 放在 座位 美国 口罩 华人 运往 中国 销售员 说 民族 太 团结 太 可怕 团结 民族 请 祖国 悲伤,-1
河北 涿州 发现 例 初筛 阳性 人员,-1
停工 封关 立国之本 坡县 搞 方舱医院 先 填海 说 信 新加坡 总 感染 数 破 武汉 坡县 神马 情况 内爆,-1
浙 真是太 厉害,1
新冠 剧本 杀 新冠 影院,1
戳 学好 专业 治疗 知识 做 杨过 做 阳康,1
关注,1
很难 理解 抢建 方舱医院 先修 太平间,-1
新乡 疫情 严重,-1
湖北 加油 中国 加油,1
元宵 快乐 一切,1
福州 联通 快速 完成 仓山 第二座 方舱医院 通信 保障,1
心 心 心 心 心,1
加油 金榜题名,1
无风不起浪 漏水 肯定 短时间 施工 肯定 到位 地方 辟谣 严重 严重 说,-1
上海 诋毁 造谣 外地 医护人员 捅 喉咙 言论 气愤 海南省 医疗队 上海 陆续 进驻 华亭 南翔 安亭 飞众 方舱医院 后续 增援 医护人员 海南省 东方 市 增援 第二批 援 沪 医务人员 临行 前 家人 亲朋 道别,0
南方电网 突击队 队员 战疫 日记 广西 参照 武汉 火神 山 雷 神山 建设 模式 改扩建 邕武 医院 要求 建成 工作人员 日夜 鏖战 顶 寒风 冷雨 常规 天 工期 压缩 天 邕武 医院 扩建工程 通电 疫情 时刻 提供 电力 支撑 守护者,0
小时 无数 电话 苦求 快速 核酸 做 完前 分钟 报告 妈妈 阳性 可怕 可怕 无尽 等待 方舱医院 血透 床位 不能 做 血透 原本 下午 透析 计划 没有 一切 未知 确诊 小时,-1
牛 牛 微笑,1
中药 汤剂 讲 君臣佐使,1
鼓掌 浙江 联通 抗击 疫情 央企 福建 联通 快速 响应 保障 方舱医院 通信 畅通,1
几个 背景 真的 太 嚣张,-1
山西 联通 抗击 疫情 央企 尽快 遏制 新冠 疫情 蔓延 贵阳市 近期 清镇 建设 方舱医院 清镇市 数据 部门 统筹 贵州 联通 现场 拟定 基站 扩容 方案 快速 做好 通信 保障 确保 网络 畅通 新闻报道 贵阳 疫情,1
黄岩 江口 方舱医院 建设 之际 浙江 联通 服务 之星 黄岩 智家 团队 赶赴现场 做好 网络通信 建设 工作 团队 成员 众志成城 彻夜 攻坚 小时 完成 方舱医院 间 无线 保证 现场 医护人员 收治 工作 生活,1
菏泽 封 小区 允悲,-1
没有 十天,-1
解封 解封 解封 不解 封能 不能 给我发 工资,-1
心情 一切,1
广州 没有 静默 安排 官媒 底下 没有 呵呵 呵,-1
鲜花 鲜花 鲜花,1
失业 三个 欠债 三万 吴哥 一名 上海 方舱医院 志愿者 工作 期间 企业 管理 不当 感染 新冠 出院 三个 多月 尝试 找过 几十份 工作 因有 过阳 转阴 经历 遭 就业 歧视 吴哥 告诉 就算 平时 做 核酸 遭 歧视 不再 朋友 吃饭 无业 全靠 妻子 一人 赚钱 养家,-1
无症状 隔离 点 确诊 医院 不是 方舱,-1
做 快乐 螺丝钉 方舱医院 患者 广播 患者 医护 送餐 运送 分发 物资 高速 路口 测体温 志愿者 华雨辰 小学 音乐 老师 主动 选择 一颗 螺丝钉 说 想 胜利 号角 吹响 放弃 致敬 一位 志愿者,1
公示 公示 几家 开,-1
疫苗,-1
加油,1
广东 严打 恶意 申请 钟南山 商标,-1
现代医学 承认 局限性 有病 治不好 传统医学 从来不 承认,-1
猫狗哥 怼,-1
对外 招人,-1
走极端,-1
病 不轻,-1
加油 加油,1
北京市 朝阳区 市场 监管局 认定 北京 亿捷 顺达 公司 违反 中华人民共和国 商标法 第十九条 第三款 规定 北京 亿捷 顺达 公司 企业 抢注 火神 山 雷 神山 依法 作出 行政处罚 顶格 罚款 万元 一视同仁 阿里巴巴 罚款 万 马 老师 清理门户 管理 公司 徒子徒孙,-1
大白 大白 太 可爱 熊猫,1
哎 防护 太 简陋,-1
说 这三条 阿三 做 不到 挖 鼻,-1
感动,1
这是 方舱医院 收治 重症 医院,-1
病入 基因 无药 可治,-1
乐观 向上 精神 鼓舞 医护人员 患者 战胜 新冠 病魔,1
武汉 感同身受,1
发钱 这才 核酸 花钱 方舱医院 封控 成本 医护人员 多发 点钱,-1
加油,1
昨天 有人 说 三年 时间 准备 这令 诧异 三年 时间 准备 山东 一项 增建 配套 医疗 资源 永久性 方舱医院 计划 全网 攻击 放开 准备 救治 资源 全国 答应,-1
加油 加油 加油 加油,1
火神 山 雷 神山 霸气,1
看着 脸 吐 不能 位,-1
一人 感染 全厂 停产,-1
作揖 云峰 科技园 临时 征用 暂停,-1
笑 不语 笑 不语 笑 不语 嘻嘻 嘻嘻 嘻嘻,1
会展中心 宁死不屈,1
人太多 没有 收入 天天 花钱 早点 放开 病毒 弄死 概率 很小 贫困 肯定 要命,-1
致敬,1
加油 加油 加油,1
感染 病毒 株 外国 自费 住院,-1
福建 联通 快速 响应 保障 方舱医院 通信 畅通,1
辛苦 担当 企业 希望 上海 早点,1
上半年 上海 癌症 患者 错过 手术 耽误 化疗 尿毒症 病人 排队 血透 轮不到 没轮 城市 看着,-1
出院 跳,-1
君子 当个 事儿 全国 添堵,-1
晚上 喜欢,1
意大利 老头 老太 体格 感觉 简易 床 撑不住 喵 喵,1
关注,1
美国 疫情 万左右 怀疑 有意 压制 增长速度,-1
资本主义 利益 大于 生命 理解 放弃 隔离 发现 检测 潜在 轻症 弱智 说 中国 快速 两个 控制 住 疫情 一大 转折点 方舱医院 携带 病毒 愿意 条件 接受 隔离 治疗 重症 少 收治 社会 乱跑 没有 十四天 控制 住 希望 英国 放弃 重症 不要 放弃 发现 检测 潜在 轻症 重症 越来越,-1
瞎子,-1
共设 床位 张 定海区 方舱医院 正式 启用 舟山 论坛 定海区 方舱医院 位于 双桥 街道 汽车 城内 首批 余位 包括 医护人员 民警 工作 团队 现场 院内 各类 医疗 物资 医疗 设备 到位 做好 收治 患者 准备 定海区 方舱医院 收治 新冠 肺炎 普通型 患者 自愿 方舱医院 隔离 治疗 无症状 感染者 轻型 患者 来源 定海 山,1
差不多 学校 隔三差五 布置 安全 网络 亲子 点 等于 学过 内容 挺 讲课 抑扬顿挫 声音 矫揉造作 姿态 没法 坚持 超过 两分钟 自行 代入 方舱医院 真 神奇,-1
加油 刚刚 战 疫情 关键时期 火神山医院 正式 接诊 超 万名 医护人员 集结 湖北 全国 口罩 日产量 亿只 倍 武汉 迎来 首个 方舱医院 休舱 此刻 回顾 战 疫 瞬间 网友 武汉 胜则 湖北 胜 湖北 胜则 全国 胜,1
有雷 神山 火神 山 设备 一半 先进 医护人员 专业 素质,-1
一如 往常 发着 一如既往 我环 游遍 星际 找 不到 更亮 星星 玖 少年 团肖战,1
机会 玩 我家 哈哈,1
武汉 正处 抗疫 艰难 时期 住 方舱医院 杨晶用 手机 记录 医患 并肩作战 模样 重回 方舱 杨晶 感慨万分 多人 打球 坚强 武汉 挺 经历 那段 艰难 岁月 知 平常 得来不易,1
有款 泉水 喝 跑 个步,-1
李宝 玖 吉林 说 工人 援建 方舱医院 真让人 寒心,-1
平平安安 加油 加油,1
一种 目光 不远 不近 守望 山水 相逢 相约 陌上 陪 慢慢 人生路 玖 少年 团肖战,1
准备 打工 晚 抢 不到 位置 加油,1
排队 一个半 小时 挂号 简单 开好 药 回来 队伍 排队 一个半 小时 交费 药 连花清 瘟 布洛芬,-1
医护人员 疫情 奔忙 嘉奖 感谢 包括 警察,1
晃动 低 画质 版,-1
努 努力 加 加油,1
说完 钝 刀子 剌 肉 太 折磨,-1
网友 微信 群称 成都 交子 公园 建 提高 大规模 核酸 检测 能力 交子 公园 增设 核酸 检测点 提高 核酸 检测 效率 修建 方舱医院 高新区 设置 核酸 检测 点位 交子 公园 社区 信 谣传 谣,-1
疫情 管控 确实 垃圾 问 社区 闭环 回去 手续 问 小区 门口 保安 听 完,-1
奥利,1
扯蛋,-1
傍晚,1
该部 抗议 剧中 瞒 做 医生 丈夫 逆行 前往 抗疫 一线 白衣天使 正 接受 治疗 依然 忘我工作 医院院长 全心全意 居民 服务 社区 医生 有为 儿童 患者 构建 方舟 童话 方舱医院 医生 时刻 选择 逆行 留在 武汉 婆媳 演员 生命 敬畏 敬仰 演绎出 一个个 充满 力量 温度 逆行 故事,1
第二天 难熬 失望,-1
去年 五一 是从 绥芬河 入 俄 城市 跑 市中心 吃 一顿 没想到 情况 严峻 加油 失望,-1
加油 加油,1
昨天 有人 说 三年 时间 准备 这令 诧异 三年 时间 准备 山东 一项 增建 配套 医疗 资源 永久性 方舱医院 计划 全网 攻击 放开 准备 救治 资源 全国 答应,-1
网上 说 有人 滥用职权 倒卖 通行证 若有 此事 希望 严查 这群人 害群之马 严惩 作揖 作揖,-1
中国 速度,1
加油,1
吸 老百姓 血,0
太难,-1
棒,1
建议 专家 注册 骑手 送 外卖 微笑 微笑,1
没有 法 一条 命,0
疫苗 允悲 允悲 允悲,-1
提供 自生自灭,-1
话筒,1
辛苦 心 心,1
分享,1
愿 所到之处 皆 热土 愿 所遇 皆 良善 朱一龙 二九 朱一龙,1
朱一龙,1
这是 外边 领了 证 该办 婚礼 进 方舱,-1
羡慕,1
新冠 毒性 普通 流感 大部分 感染 死翘翘 决策层 办法 只能 折腾 进退两难,-1
这条 拉 黑 阴阳怪气 医护人员 基层干部 志愿者 创造 火神山雷神山 奇迹 生命危险 清理 感应性 废物 保障 后方 物资供应 危险 时期 坚守岗位 商场 员工 转型 生产 口罩 企业 遵守 政府 号召 在家 隔离 资格,-1
不是 三局,-1
共存 共存 消灭 病毒 共存 等于 躺平 等于 呼啦啦 放开 不管 控 前期 过度 渲染 恐惧 过度 依赖 封控 路径 困境 重要 原因 只能 堵 一把 病毒 变异 快快 畜 无害 程度 感冒 病毒 证明 做 一切都是,-1
点亮 平安 灯 武汉 加油,1
加油 没有 过不去 坎,1
别扯,-1
王凯 天使 护航 武汉 加油 中国 加油 加油 加油 加油 加油 加油 加油 王凯,1
刘浏 致敬 医护人员 期待 方舱 抗疫 路上 靳东,1
条件 真 希望 住,1
人头 收钱 抗疫 渐入佳境 实际上 人有 想法 等于 小区 居民 一遍 魔 春天 疫情 疑问 情况 干脆 小区 改 方舱 隔离 家里 情况严重 转送 正规 医院 不行,-1
一家子,1
小姐姐 辛苦 心 心 心 心 心 心 心 心 心,1
记得 台媒 取笑 方舱医院 卫生间 妈 体育馆 几百个 卫生间,-1
箱子 不是 写 方舱 沧州 加油 加油,1
拼命 里拉,-1
武汉 大雨 排水口 喷泉 往外 喷水 公交车 潜水艇 醉醉,-1
武汉 正处 抗疫 艰难 时期 住 方舱医院 杨晶用 手机 记录 医患 并肩作战 模样 重回 方舱 杨晶 感慨万分 多人 打球 坚强 武汉 挺 经历 那段 艰难 岁月 知 平常 得来不易,1
记得 方舱医院 公布 照片 骂声 武汉 辛勤工作 医护人员 基层干部 感到 难过 失望,-1
一代代 努力 成果,1
靳东 讲 期待 剧 心,1
医院 药店 药 想象 中年男人 趴在 窗口 医生 说 不行 点药 两个 不行 床位 挺 没有 今早 有个 物业 群里 一家 小女儿 新冠 并发 急症 死 能住 方舱,-1
这是 自由 女神像 纽约 美国 怒 怒 怒 怒,-1
欢迎 回家 上午 河南 援 沪 医疗队 圆满完成 任务 名 医疗队 人员 回家 上海 支援 期间 援护 医疗队 独立 负责 浦东 张江 方舱医院 运行 承担 家 定点医院 危重症 患者 救治 工作 创造 最高 岁 老人 安全 健康 出院 记录 援护 疗 医院 队员 抵达 郑州 将会 地方 隔离,1
硬核 驰援 包头市 中心医院 方舱 实验室 援助 阿拉善盟 医疗队 出发 上午 名 工作人员 包头市 中心医院 方舱 实验室 援助 阿拉善盟 医疗队 集体 乘车 出发 奔赴 阿拉善盟,1
思路 社会 力 解决 国家 大包大揽 升米 恩斗米 仇,1
额,-1
加油,1
中国 速度,1
辛苦,1
入境 航班 降到 武汉 方舱医院 里 隔离,-1
感觉 床短 高 腿 伸出,-1
上海 报告 数据 本来 不准 哎,-1
几个,-1
一切 很快 心 心 心,1
中国 医生,1
终将 声震 人间 长久 深自 缄默 终将 点燃 闪电 长久 如云 漂泊 尼采,1
致敬 奋战 一线 战 疫 人员 谢谢你们 心 武汉 加油,1
藏 云层 里 月亮 穷 一生 寻找 宝藏,1
晒晒 最美 女孩 愿 亲人 平安 春暖 艳阳天,1
自信 从容 帅气 温柔 依然 肖战 时光 流转 璀璨 焦点 青年 演员 肖战 未来 期 玖 少年 团肖战,1
完全 信心 底气 早日 夺取 攻坚 胜利 信心 底气 允悲,-1
抗击 疫情 俄罗斯 军队 正 建设 座 方舱医院 预计 日前 投入使用 俄罗斯 红星 电视台 报道 医院 建设 材料 大有 讲究 打造 隔离病房 一种 医用 预制板 曾用 俄海军 潜艇 救援 舰上 用于 隔离 一位 深海 返回 陆地 感染 患者 建设 现场 加油,1
呼吸机 隔板 没有,-1
江苏 首个 服务 上海 方舱医院 启用 二哈,1
太对 欧美 政府 自大 衰落,-1
法治 速览 台湾 高价 韩国 买 列车 漏水,-1
新疆 牛 逼,1
美国驻华大使馆 反 人类 美国 只会 草菅人命 皿 煮 猪油 人拳 哈哈 哈哈,1
致敬 最美 逆 行者 中国,1
封 多久,-1
秘硬,-1
哈哈 哈哈 哈哈 笑 可爱,1
不要 再发 东西 一点 感动 发毛,-1
石家庄 做 不错,1
吉林省 建成 方舱医院 处 方舱 隔离 点 处 吉林省政府 新闻办 吉林省 疫情 防控 工作 发布会 场 吉林大学 医院 呼吸 危重症 医学科 主任医师 教授 博士生 导师 高鹏 介绍 全省 建成 方舱医院 处 共计 张 床位,0
加油,1
类似 感冒 感冒 感冒,-1
失望,-1
加油 哇,1
电影 峰 爆 无限 深度 改名 峰 爆定 档 电影 峰 爆 实力 阵容 地质灾害 绝境 救援 预告片 好燃 瞬间 击中 内心 憧憬 朱一龙 电影 峰 爆 票房 大卖 朱一龙,1
关注,1
李沁 小可爱 抱 一抱 抱 一抱,1
预告 哭 停不下来 期待,1
谢谢 博主,1
西欧 认同 中国 清明节 鬼佬 清 复活节 认可,-1
人民日报 天天 舔,1
感动 好开心 笑 本来 会笑 我刚 三位 医护人员 跳舞 哭 想到 防护服 里 一个个 鲜活 生动 经历 地方 来会 跳 舞蹈 时代 感动 想象 闪耀 生命力 方舱医院 可贵,1
讲义 不全 一点点,-1
哎 民主 集中营 死公 知会 吹捧 一伟世 壮举,-1
害 数据 真的 真实,-1
期待 杨洋,1
疫情 期间 生 中国 偷着乐,-1
维生素 一种 水溶性 维生素 性质 不太 稳定 高温 环境 维生素 分解 变质 容易 破坏,-1
容易 辛苦 中国,1
回想起来 确实 容易 昨天下午 张伯礼 院士 走访 武汉 江夏 方舱医院 谈及 重回 方舱医院 感受 张伯礼 亲切 激动 情绪 抑制 不住 说 战斗 地方 没有 苦 正常 回想起来 确实 容易,1
方舱医院 不得已 措施 一万张 医院 隔离 床位 改建 方舱 未来 几天 里会 改进,-1
住 方舱 严重 一家 三口 团聚 互相关心 真 病 没有 可怕 轻症 能治好 心态 放 平和 静静 等待 痊愈 出院 加油,1
疫情 命令 病房 战场 李星岩 长春 中医药大学 附属 医院 一名 护士 医生 眼中 勤恳 负责 好帮手 患者 心中 温暖 亲切 守护者 新冠 肺炎 疫情 发生 主动 报名 支援 湖北 武汉 雷神山医院 李星岩 努力 工作 悉心 照顾 病患 实际行动 践行 白衣天使 救死扶伤 天职,1
样子 拍 宣传片,-1
暖心 礼遇 武汉 中小学生 回到 久违 校园 武汉 鄱阳 街 小学 升旗仪式 校方 邀请 一位 武汉市 中心医院 重症 监护 病区 工作 挽救 数十名 危重症 病人 学生家长 一位 参与 武汉 方舱医院 建设 工作 学生家长 表达 孩子 期许,1
长沙 加油,1
分诊 轻症 患者 论文 模型 低 风险 方舱 高风险 住院 数据 选取 大部分 低 风险 人群 比例 正常 论文 参考 意义 躺 平时 无症状 不许 医院 放弃 就行了 道理,-1
病耻感 感冒 休息 恢复 往复 正常人 感冒 完全 不用 在意 无知者 眼光,-1
棒 礼物 小心 心 小心 心 小心 心,1
愿 幸运 身边,1
动作 毛毛 给力,1
亲 保重 身体 希望 相关 人员 早日 应有 处罚,1
咋整 方舱医院 不是 盖 好了吗 抓紧 验 隔离,-1
悲伤 悲伤 悲伤 太 难过,-1
